VIN,Territory,Class,Loss1,Loss2
1GTHK23193F100435,1,A,0,0
1GTHK23214F230641,3,A,0,0
1GTHK23225F959345,1,A,0,0
1GTHK23235F921896,5,A,0,0
1GTHK23244F225241,1,B,0,0
1GTHK23275F867485,1,A,0,0
1GTHK23285F971791,3,A,0,0
1GTHK232X5F813582,1,A,0,0
1GTHK23G02F249674,3,A,0,0
1GTHK23GX3F108015,5,A,0,0
1GTHK23U04F259453,2,A,2159,0
1GTHK23U06F147965,3,A,0,0
1GTHK23U12F141408,1,A,0,0
1GTHK23U16F169005,1,A,0,0
1GTHK23U32F136372,1,A,0,0
1GTHK23U94F234888,2,A,0,0
1GTHK23U94F238391,2,A,0,0
1GTHK23UX4F232227,4,A,0,0
1GTHK24G41E240124,1,A,0,0
1GTHK24U02E304246,5,A,0,0
1GTHK24U03E348989,6,B,0,0
1GTHK24U12E141655,1,A,0,0
1GTHK24U14E177168,4,B,0,0
1GTHK24U16E165587,5,A,0,0
1GTHK24U26E182477,1,M,0,0
1GTHK24U26E195729,4,A,0,0
1GTHK24U32Z194138,2,A,0,0
1GTHK24U45E253290,1,A,0,0
1GTHK24U52E187070,1,A,0,0
1GTHK24U66E170929,6,A,0,0
1GTHK24U71E183651,2,A,0,0
1GTHK24U76E141634,4,A,0,0
1GTHK24U86E111140,1,A,0,0
1GTHK24U96E102138,4,A,0,0
1GTHK24UX5E327036,5,A,0,0
1GTHK24UX6E114704,4,A,0,0
1GTHK29192E157603,3,A,0,0
1GTHK29246E119548,5,B,0,0
1GTHK292X4E261268,5,A,0,0
1GTHK29D46E145262,4,M,0,0
1GTHK29D66E197783,4,A,0,0
1GTHK29G13E205200,2,A,0,0
1GTHK29G85E240027,2,A,0,0
1GTHK29U01E171026,2,A,0,0
1GTHK29U02E294939,5,A,0,0
1GTHK29U12E143544,5,A,0,0
1GTHK29U13E201282,1,A,0,0
1GTHK29U22E176553,4,A,0,0
1GTHK29U23E335881,2,B,0,0
1GTHK29U25E266161,1,A,0,0
1GTHK29U32E103272,3,A,0,0
1GTHK29U53E312949,2,A,0,0
1GTHK29U62E118901,3,A,0,0
1GTHK29U65E208361,3,A,0,0
1GTHK29U66E154058,5,A,0,0
1GTHK29U71E278266,1,B,0,0
1GTHK29U72E218795,2,A,0,0
1GTHK29U73E363501,4,A,0,0
1GTHK29U75E235133,5,A,0,0
1GTHK29U82E293909,3,B,0,0
1GTHK29U83E125396,4,A,0,0
1GTHK29U94E388319,2,A,0,0
1GTHK29U95E172245,4,A,0,0
1GTHK29UX2Z206570,1,A,0,0
1GTHK29UX4E296250,4,A,0,0
1GTHK29UX6E215461,5,B,0,0
1GTHK33F7VF019891,1,A,0,0
1GTHK34J2XF041187,1,A,0,0
1GTHK34R1WF010663,1,A,0,0
1GTHK34R4YF433143,2,S,0,0
1GTHK34R4YR190142,4,A,0,0
1GTHK34R6YR196279,4,B,0,0
1GTHK39N2PE559463,3,A,0,0
1GTJK39G71E255278,1,A,0,0
1GYDE637840127187,6,A,0,0
1GYDE637940118112,3,S,0,0
1GYDE63A340136696,4,A,0,0
1GYEE637050174042,5,A,0,0
1GYEE637240177331,5,S,0,0
1GYEE637340163986,3,S,0,0
1GYEE637350159728,4,A,0,0
1GYEE637460197681,1,A,0,0
1GYEE637560196667,2,A,0,0
1GYEE637650114492,3,A,0,0
1GYEE637660150894,5,A,0,0
1GYEE637840181805,2,B,0,0
1GYEE637850169669,2,S,0,0
1GYEE637960115170,5,A,0,0
1GYEE637X40174600,5,S,0,0
1GYEE63A360190488,1,A,0,0
1GYEE63A550211985,4,A,0,0
1GYEE63A560161994,4,S,0,0
1GYEE63A750158772,4,S,0,0
1GYEE63AX60149386,5,A,0,0
1GYEK13R0XR406490,2,A,0,0
1GYEK13R0XR408448,4,A,0,0
1GYEK13R3XR405883,5,A,0,0
1GYEK13R4XR417394,5,A,0,0
1GYEK13R4YR149271,2,A,0,0
1GYEK13R7YR110237,3,S,0,0
1GYEK13R8YR131341,5,A,0,0
1GYEK63N03R131756,3,A,0,0
1GYEK63N04R235181,6,A,0,0
1GYEK63N04R308064,2,A,0,0
1GYEK63N13R262386,2,S,0,0
1GYEK63N13R294982,5,A,0,0
1GYEK63N15R108926,6,A,0,0
1GYEK63N16R122617,4,S,0,0
1GYEK63N22R226365,1,A,0,0
1GYEK63N23R294182,2,A,0,0
1GYEK63N23R315838,2,B,0,0
1GYEK63N32R289006,2,I,0,0
1GYEK63N34R226300,2,S,0,0
1GYEK63N34R231058,4,A,0,0
1GYEK63N43R207382,1,A,0,0
1GYEK63N53R164199,2,A,0,0
1GYEK63N54R214245,1,A,0,0
1GYEK63N73R176337,4,I,0,0
1GYEK63N73R314443,6,B,0,0
1GYEK63N83R175830,2,A,0,0
1GYEK63N83R295076,2,A,0,0
1GYEK63N83R301619,4,A,0,0
1GYEK63N84R307860,2,A,0,0
1GYEK63N85R252263,1,A,0,0
1GYEK63N85R266602,2,A,0,0
1GYEK63N92R221423,5,I,0,0
1GYEK63N94R197529,1,I,0,0
1GYEK63N94R269880,5,A,0,0
1GYEK63NX2R114722,3,A,0,0
1GYEK63NX2R301538,1,S,0,0
1GYEK63NX3R254058,1,A,0,0
1GYEK63NX4R142409,2,A,2573,0
1GYEK63R1YR180894,2,B,0,0
1GYEK63R4YR227707,6,S,0,0
1GYEK63R6YR231046,1,A,0,0
1GYFK63807R143717,2,A,0,0
1GYFK63867R240520,3,A,0,0
1GYFK63897R254069,5,A,0,0
1GYFK63897R303769,4,I,0,0
1GYFK66887R234438,2,A,0,0
1H57J21556231,1,A,0,0
1HGBA5342GA149730,2,S,0,0
1HGCA5462HA151466,5,A,0,0
1HGCA5529KA091589,4,A,0,0
1HGCA5535JA213016,5,M,27983,0
1HGCA5540JA101894,3,A,0,0
1HGCA5543HA013691,6,A,0,0
1HGCA5630KA024662,1,A,0,0
1HGCA5631HA179388,4,M,0,0
1HGCA5638KA009746,5,S,0,0
1HGCA5643HA073713,6,A,0,0
1HGCA5643KA024941,1,A,0,0
1HGCA6183KA045465,6,A,0,0
1HGCA6288KA040048,3,A,0,0
1HGCB7152NA009652,2,A,0,0
1HGCB7155PA002262,1,A,0,0
1HGCB715XPA033085,1,A,0,0
1HGCB7168LA068923,4,I,0,0
1HGCB7171NA024449,3,A,0,0
1HGCB7243LA043554,5,A,0,0
1HGCB7244MA067878,6,A,0,0
1HGCB7254LA079519,6,A,0,0
1HGCB7254NA062125,4,M,0,0
1HGCB7255NA039422,5,A,0,0
1HGCB7257NA022413,6,S,0,0
1HGCB7271NA024532,2,A,0,0
1HGCB7273PA016354,2,A,0,0
1HGCB7278PA000344,6,A,0,0
1HGCB7283PA004021,6,A,0,0
1HGCB7540MA039300,6,A,0,0
1HGCB7542NA114239,6,M,0,0
1HGCB7543PA131814,5,A,0,0
1HGCB7548PA090922,1,A,0,0
1HGCB7549LA130614,6,B,0,0
1HGCB7551PA027394,4,A,0,0
1HGCB7552MA099278,6,A,0,0
1HGCB7552PA004948,3,A,0,0
1HGCB7552PA159533,1,S,0,0
1HGCB7553LA001423,6,A,0,0
1HGCB7553MA162601,5,A,0,0
1HGCB7553PA101639,6,A,0,0
1HGCB7553PA165910,4,M,0,0
1HGCB7555MA120561,6,A,0,0
1HGCB7555MA207599,4,A,0,0
1HGCB7555NA172533,5,A,0,0
1HGCB7555PA167853,6,A,0,0
1HGCB7556PA065686,3,A,0,0
1HGCB7558NA042245,1,M,0,0
1HGCB7558NA122905,2,A,0,0
1HGCB7558PA008535,6,A,0,0
1HGCB7559MA128002,6,A,0,0
1HGCB755XNA220382,6,A,0,0
1HGCB7568LA155179,6,I,0,0
1HGCB7573NA026052,3,A,0,0
1HGCB7573NA076062,1,A,0,0
1HGCB7576NA199063,4,A,0,0
1HGCB7577NA012705,6,M,0,0
1HGCB7578NA085761,6,B,0,0
1HGCB7579NA034298,1,S,0,0
1HGCB7579PA067935,5,A,0,0
1HGCB7640MA138438,4,A,0,0
1HGCB7640NA093762,6,A,0,0
1HGCB7640NA154348,6,A,0,0
1HGCB7640PA022080,2,A,0,0
1HGCB7641LA004231,6,A,0,0
1HGCB7641LA079771,6,A,0,0
1HGCB7641MA164630,4,A,0,0
1HGCB7642MA156388,6,A,0,0
1HGCB7642MA191805,6,A,0,0
1HGCB7643MA176326,6,A,0,0
1HGCB7643MA211270,6,A,7181,85
1HGCB7644LA029706,4,A,0,0
1HGCB7645LA015183,5,A,0,0
1HGCB7645LA079773,6,A,0,0
1HGCB7646LA127622,3,M,0,0
1HGCB7646NA000517,6,I,0,0
1HGCB7647MA122284,6,I,0,0
1HGCB7649LA114296,6,A,0,0
1HGCB7649NA034872,1,S,0,0
1HGCB764XLA071409,6,A,0,0
1HGCB764XMA201366,6,A,0,0
1HGCB764XMA220435,1,S,0,0
1HGCB7650LA124899,1,A,518,0
1HGCB7650NA190694,4,M,0,0
1HGCB7650PA178290,2,A,0,0
1HGCB7651MA207811,5,S,0,0
1HGCB7651ML001411,5,A,0,0
1HGCB7652MA209311,2,A,0,0
1HGCB7652MA210359,6,S,0,0
1HGCB7652MA214900,6,A,0,0
1HGCB7652NA034026,6,M,0,0
1HGCB7652NA147135,4,S,0,0
1HGCB7653LA106414,3,M,0,0
1HGCB7653MA021736,6,A,0,0
1HGCB7653NA128593,5,A,0,0
1HGCB7653PA038704,6,A,0,0
1HGCB7653PA099311,3,A,0,0
1HGCB7654LA067865,2,A,0,0
1HGCB7654MA106259,5,A,0,0
1HGCB7654MA118671,6,A,0,0
1HGCB7654NA236656,5,A,0,0
1HGCB7654PA026853,6,I,0,0
1HGCB7654PA061330,2,A,0,0
1HGCB7654PA172122,2,I,0,0
1HGCB7654PA177983,5,A,0,0
1HGCB7655LA091138,5,M,0,0
1HGCB7655MA205916,5,A,0,0
1HGCB7655NA039978,6,A,0,0
1HGCB7655NA055842,6,M,0,0
1HGCB7655NA087853,6,A,0,0
1HGCB7655PA027588,2,I,0,0
1HGCB7655PA151697,4,S,0,0
1HGCB7655PA153921,6,A,0,0
1HGCB7656MA120163,4,A,0,0
1HGCB7656NA042548,2,A,0,0
1HGCB7656NA056918,1,M,0,0
1HGCB7656NA126613,2,S,8935,0
1HGCB7656NA127969,6,A,0,0
1HGCB7656NL020019,1,A,0,0
1HGCB7656PA079697,6,A,0,0
1HGCB7656PA144189,4,S,0,0
1HGCB7657LA051143,6,A,0,0
1HGCB7657LA061901,6,A,0,0
1HGCB7657LA108070,3,A,0,0
1HGCB7657MA191999,3,S,0,0
1HGCB7657NA120075,6,M,0,0
1HGCB7657NA236683,6,A,0,0
1HGCB7657PA161566,5,A,0,0
1HGCB7658LA072048,4,A,0,0
1HGCB7658NA073820,2,A,0,0
1HGCB7659MA022633,5,S,0,0
1HGCB7659NL015378,6,S,0,0
1HGCB7659PA087597,4,A,0,0
1HGCB7659PA094646,5,A,0,0
1HGCB765XLA190649,2,S,0,0
1HGCB765XMA165171,6,A,0,0
1HGCB765XNA039474,5,A,0,0
1HGCB765XNL015356,2,A,0,0
1HGCB765XPA012150,4,A,0,0
1HGCB765XPA164154,3,A,0,0
1HGCB7662MA152357,5,S,0,0
1HGCB7664MA062627,1,S,0,0
1HGCB7666LA174327,4,S,0,0
1HGCB7666MA150711,5,S,0,0
1HGCB7667LA165118,6,A,0,0
1HGCB766XMA048392,5,A,0,0
1HGCB7670NA050730,3,A,0,0
1HGCB7670PA010490,6,A,0,0
1HGCB7671PA054191,2,A,0,0
1HGCB7672NA050356,6,I,0,0
1HGCB7672NA050356,6,A,0,0
1HGCB7672NA057243,6,I,0,2481
1HGCB7672NA183814,5,S,623,0
1HGCB7675NA199540,4,A,0,0
1HGCB7676NA193245,2,S,0,0
1HGCB7677PA028873,6,M,0,0
1HGCB7678NA199547,5,A,0,0
1HGCB7679NA144184,6,A,0,0
1HGCB767XNA034471,5,A,0,0
1HGCB767XPA021092,5,I,0,0
1HGCB7693PA141401,4,A,0,0
1HGCB9754NA013303,6,A,0,0
1HGCB9770PA008197,6,A,0,0
1HGCB9772PA010212,1,A,0,0
1HGCB9852MA009263,5,A,0,0
1HGCB9852NA006204,4,S,0,0
1HGCB9853NA002727,1,A,0,0
1HGCB9854NA001019,6,A,0,0
1HGCB9855MA010357,1,A,0,0
1HGCB9855PA009035,1,A,0,0
1HGCB9857MA004110,1,S,0,0
1HGCB9859MA017859,4,M,0,0
1HGCB985XMA008913,4,A,0,0
1HGCB9860MA007102,6,A,0,16
1HGCB9864MA022086,6,A,0,0
1HGCB9871NA014831,3,S,0,0
1HGCB9872NA011629,4,A,0,0
1HGCB9873PA009763,2,S,0,0
1HGCB9874NA007470,3,A,1143,0
1HGCB9875PA007951,5,A,0,0
1HGCB9879NA013216,2,A,0,0
1HGCD5526RA147697,6,I,0,0
1HGCD5527RA008131,6,A,0,0
1HGCD5529VA054456,3,A,0,0
1HGCD5530TA049569,6,A,0,0
1HGCD5530TA272100,3,I,0,0
1HGCD5530TA272100,4,A,0,0
1HGCD5531SA117988,5,A,0,48
1HGCD5531VA109085,1,A,0,0
1HGCD5532RA185792,1,A,0,0
1HGCD5532RA189812,4,M,0,0
1HGCD5532TA054191,1,A,0,0
1HGCD5533RA138450,2,A,0,0
1HGCD5533TA187722,2,A,0,0
1HGCD5533VA103367,4,A,0,0
1HGCD5533VA110030,4,A,0,0
1HGCD5534RA086472,6,A,0,0
1HGCD5535TA208263,4,A,0,0
1HGCD5536RA117561,1,I,0,0
1HGCD5536SA127108,1,A,0,0
1HGCD5536TA046837,2,A,0,0
1HGCD5536TA050659,5,A,0,0
1HGCD5536TA246228,5,A,0,0
1HGCD5537SA005339,5,A,0,0
1HGCD5538RA019051,6,A,0,0
1HGCD5538RA046797,5,A,0,0
1HGCD5538SA134786,5,A,0,0
1HGCD5538VA237811,5,A,0,0
1HGCD5539RA132622,3,A,0,0
1HGCD5547RA056990,5,A,0,0
1HGCD5550TA074781,5,A,0,0
1HGCD5551TA031938,1,M,0,0
1HGCD5553TA282864,2,A,0,0
1HGCD5554SA082347,1,I,0,0
1HGCD5558SA027027,5,A,0,0
1HGCD5558VA180379,6,I,0,0
1HGCD5560SA053887,6,I,10,0
1HGCD5566RA178015,4,M,0,0
1HGCD5601VA169551,5,S,0,0
1HGCD5601VA206503,1,M,0,0
1HGCD5602VA061472,5,I,0,0
1HGCD5602VA199237,4,A,0,0
1HGCD5602VA276415,5,I,0,0
1HGCD5603VA034409,6,A,0,0
1HGCD5603VA045426,5,A,0,0
1HGCD5603VA134154,4,A,0,0
1HGCD5603VA271806,2,A,0,0
1HGCD5604VA129030,2,A,0,0
1HGCD5604VA194301,5,A,0,0
1HGCD5605VA232506,6,A,0,0
1HGCD5606VA122922,4,S,0,0
1HGCD5606VA228500,2,A,0,0
1HGCD5607VA116014,6,A,0,0
1HGCD5607VA271548,5,A,0,0
1HGCD5608VA149037,4,M,0,0
1HGCD5608VA228479,2,A,0,0
1HGCD5609VA029375,4,A,0,0
1HGCD5609VA068015,2,A,0,0
1HGCD5609VA180054,4,S,0,0
1HGCD560XVA198532,3,A,0,0
1HGCD560XVA272869,3,A,0,0
1HGCD5610RA090032,5,I,0,0
1HGCD5621RA126335,6,I,0,0
1HGCD5621VA005511,4,A,0,0
1HGCD5622SA136975,5,A,0,0
1HGCD5623RA000297,1,S,0,0
1HGCD5624TA002079,2,A,835,0
1HGCD5626SA129253,5,A,0,0
1HGCD5629TA033764,6,M,0,0
1HGCD5630RA102326,2,A,0,0
1HGCD5630RA150330,2,I,0,0
1HGCD5630TA283127,3,A,0,0
1HGCD5630TA296136,4,S,0,0
1HGCD5630VA199019,1,S,0,0
1HGCD5630VA205739,2,A,0,0
1HGCD5630VA233556,1,A,0,0
1HGCD5630VA240443,2,A,0,0
1HGCD5630VA257419,2,A,0,0
1HGCD5631SA012835,5,A,1048,0
1HGCD5631SA012835,5,A,1665,0
1HGCD5631SA013855,6,I,0,0
1HGCD5631SA056818,6,M,0,0
1HGCD5631SA073425,5,A,0,0
1HGCD5631SA099569,5,A,0,0
1HGCD5631SA144168,3,I,0,0
1HGCD5631TA044119,2,A,0,0
1HGCD5631TA061504,5,A,0,0
1HGCD5631TA214592,5,A,0,0
1HGCD5631TA237113,6,M,0,0
1HGCD5631TA301148,4,A,0,0
1HGCD5631VA016243,6,A,0,0
1HGCD5631VA156275,6,I,0,0
1HGCD5631VA188692,4,M,0,0
1HGCD5631VA213283,3,A,0,0
1HGCD5631VA231945,4,A,0,0
1HGCD5631VA240452,6,I,0,0
1HGCD5631VA275556,5,A,0,0
1HGCD5632RA003653,5,A,0,0
1HGCD5632RA160115,2,A,0,0
1HGCD5632SA074146,6,A,0,0
1HGCD5632SA166583,5,A,0,0
1HGCD5632TA186785,3,A,0,0
1HGCD5632VA028885,5,B,0,0
1HGCD5632VA243912,5,A,0,0
1HGCD5633RA084517,6,A,0,0
1HGCD5633TA041481,2,A,0,0
1HGCD5633TA061620,4,A,0,0
1HGCD5633TA148174,4,S,0,0
1HGCD5633TA174211,4,S,0,0
1HGCD5633TA203867,5,M,0,0
1HGCD5633TA272641,5,S,0,0
1HGCD5633TA288046,6,A,0,0
1HGCD5634SA027698,4,A,0,0
1HGCD5634SA161451,3,A,0,0
1HGCD5634TA212528,5,S,0,0
1HGCD5634TA222721,3,A,0,0
1HGCD5634TA286905,5,A,0,0
1HGCD5634TA298147,4,M,0,0
1HGCD5634VA079952,6,A,0,0
1HGCD5635RA146192,4,S,0,0
1HGCD5635SA054859,6,A,0,0
1HGCD5635SA081852,6,A,0,0
1HGCD5635TA039022,5,A,0,0
1HGCD5635TA076166,4,A,0,0
1HGCD5635TA130825,6,A,0,0
1HGCD5635VA200522,2,S,0,0
1HGCD5635VA270571,6,A,0,0
1HGCD5636SA128192,1,A,0,0
1HGCD5636SA162228,5,A,0,0
1HGCD5636TA108641,3,M,0,0
1HGCD5636TA249645,5,A,0,0
1HGCD5636TA297386,3,S,0,0
1HGCD5637RA159882,3,M,0,0
1HGCD5637RA160241,5,A,0,0
1HGCD5637RA187861,1,S,0,0
1HGCD5637SA059965,5,M,0,0
1HGCD5637SA113541,5,A,0,0
1HGCD5637SA127455,5,S,520,0
1HGCD5637TA179203,1,A,0,0
1HGCD5637TA214600,4,I,513,0
1HGCD5637TA269970,5,A,0,0
1HGCD5637VA035329,1,A,0,0
1HGCD5637VA200280,2,A,0,0
1HGCD5637VA238446,5,M,0,0
1HGCD5637VA251178,5,S,0,0
1HGCD5638RA000546,5,A,0,0
1HGCD5638RA028556,6,A,0,0
1HGCD5638RA047169,5,A,0,0
1HGCD5638RA070256,5,A,0,0
1HGCD5638RA120248,4,A,0,0
1HGCD5638SA124189,4,A,0,0
1HGCD5638SA127464,5,A,0,0
1HGCD5638TA125103,5,A,0,0
1HGCD5638TA184376,5,A,0,0
1HGCD5638TA247606,2,S,0,0
1HGCD5638VA090744,2,A,0,0
1HGCD5638VA124598,4,S,0,0
1HGCD5638VA136752,6,I,5,0
1HGCD5638VA136752,6,I,3467,0
1HGCD5638VA152854,1,I,0,0
1HGCD5638VA157701,1,I,0,0
1HGCD5639SA041323,4,I,0,0
1HGCD5639TA078423,4,A,4039,0
1HGCD5639TA128320,6,A,0,2
1HGCD5639VA202712,4,I,0,0
1HGCD5639VA231871,5,S,0,0
1HGCD5639VA259993,2,S,0,0
1HGCD563XSA023963,6,B,0,0
1HGCD563XSA148137,4,A,0,0
1HGCD563XSA166606,6,A,0,0
1HGCD563XTA069228,2,S,0,0
1HGCD563XTA195265,1,A,0,0
1HGCD563XTA295155,6,A,0,0
1HGCD5641SA069903,6,A,0,0
1HGCD5642RA036936,4,A,0,0
1HGCD5649RA036397,4,A,0,0
1HGCD564XRA051040,1,I,0,0
1HGCD5650TA118793,6,I,5295,0
1HGCD5650VA008815,6,A,0,0
1HGCD5651VA099836,5,S,0,0
1HGCD5652SA084600,3,A,0,0
1HGCD5652VA121469,3,A,0,0
1HGCD5654RA187236,6,A,0,0
1HGCD5654SA137703,3,S,0,0
1HGCD5655SA121199,5,I,0,0
1HGCD5655TA057778,6,I,0,0
1HGCD5655TA139199,1,A,0,0
1HGCD5655VA174375,5,I,0,0
1HGCD5656RA095206,2,A,0,0
1HGCD5656TA132391,1,M,0,0
1HGCD5657RA035712,6,M,0,0
1HGCD5657RA050310,1,S,1448,0
1HGCD5657RA095151,6,A,0,0
1HGCD5657TA173712,4,A,0,0
1HGCD5657VA241218,2,A,0,0
1HGCD5658RA008633,5,A,0,0
1HGCD5658RA082523,6,A,0,0
1HGCD5658RA082781,6,M,0,0
1HGCD5658RA122468,2,M,0,0
1HGCD5658VA202086,5,A,0,0
1HGCD5659VA031848,5,A,0,0
1HGCD5659VA145395,6,A,0,0
1HGCD565XRA028995,5,A,0,0
1HGCD565XTA107431,4,I,0,0
1HGCD565XVA080430,2,A,0,0
1HGCD565XVA085921,6,A,0,0
1HGCD5660RA108525,4,A,0,0
1HGCD5660SA150974,2,A,0,0
1HGCD5660TA012031,5,A,0,0
1HGCD5661RA163940,4,S,496,0
1HGCD5661SA147114,4,A,3092,0
1HGCD5661VA071608,6,A,0,0
1HGCD5661VA277737,3,A,0,0
1HGCD5662RA129604,2,A,0,0
1HGCD5662SA000929,5,A,0,0
1HGCD5662SA047345,6,A,0,0
1HGCD5662TA039778,5,I,0,0
1HGCD5662TA147706,6,A,0,0
1HGCD5662VA278167,4,A,0,0
1HGCD5665VA088394,2,A,0,0
1HGCD5667SA072886,6,A,0,0
1HGCD5667VA073203,6,I,2657,0
1HGCD5667VA115644,1,A,0,0
1HGCD5668SA048161,6,A,0,0
1HGCD5668TA138475,1,A,0,0
1HGCD5668VA067149,3,A,365,0
1HGCD566XRA140611,5,M,0,0
1HGCD566XSA018997,6,A,0,0
1HGCD5681VA175520,6,S,0,0
1HGCD5681VA178482,3,A,0,0
1HGCD5683VA151784,3,A,0,0
1HGCD5683VA185613,5,A,0,0
1HGCD5686VA169129,2,A,0,0
1HGCD568XTA101848,5,M,1749,0
1HGCD568XTA131951,1,M,0,0
1HGCD568XVA184989,3,A,0,0
1HGCD568XVA193871,4,A,0,0
1HGCD5695TA222540,2,A,0,0
1HGCD5697TA244121,4,A,0,0
1HGCD5698TA217946,2,A,0,0
1HGCD5698TA251949,4,A,0,0
1HGCD5699TA252026,4,A,0,0
1HGCD7130VA029309,5,A,0,0
1HGCD7136RA020362,2,I,0,0
1HGCD7138TA037087,2,A,0,0
1HGCD713XTA015303,4,A,0,0
1HGCD7150RA054914,5,M,849,0
1HGCD7154TA002774,6,A,0,0
1HGCD7169VA025978,2,A,0,0
1HGCD716XSA019585,1,A,0,0
1HGCD7200VA028651,4,A,0,0
1HGCD7201VA005606,6,I,0,0
1HGCD7201VA009252,6,A,1107,0
1HGCD7201VA029159,6,A,0,0
1HGCD720XVA028785,3,A,0,0
1HGCD720XVA029595,2,I,0,0
1HGCD7235SA019787,2,M,0,0
1HGCD7236SA023931,3,A,5750,8028
1HGCD7236SA038851,6,A,0,0
1HGCD7240RA015973,3,A,0,0
1HGCD7242RA021242,6,M,0,0
1HGCD7250RA023743,5,A,0,0
1HGCD7253RA051133,5,I,0,0
1HGCD7254TA039001,6,A,0,0
1HGCD7256SA019718,5,A,0,0
1HGCD7257RA059526,4,A,0,0
1HGCD7259RA038015,6,M,0,0
1HGCD7259RA041271,6,A,0,0
1HGCD7263RA021803,2,A,0,0
1HGCD7269VA027809,3,A,0,0
1HGCE1720TA006974,1,A,0,0
1HGCE1721SA008442,1,A,0,0
1HGCE1726SA011434,5,A,0,0
1HGCE1727SA013659,5,A,0,0
1HGCE1799RA002489,1,S,0,0
1HGCE1820VA002764,2,A,0,0
1HGCE1824RA012042,5,S,0,0
1HGCE1826VA008410,1,A,0,0
1HGCE1829SA012088,3,A,0,0
1HGCE182XVA004151,1,A,0,0
1HGCE1890SA010968,1,I,0,0
1HGCE1891VA003516,6,I,0,0
1HGCE1892TA007622,1,A,0,0
1HGCE1893RA000123,2,A,0,0
1HGCE1895TA007596,3,A,0,0
1HGCE1896TA000771,6,A,0,0
1HGCE1898SA010698,4,A,0,0
1HGCE1898SA014525,3,A,0,0
1HGCE6641SA005931,4,A,10,0
1HGCE6642VA017090,1,A,0,0
1HGCE6644VA011968,2,A,0,0
1HGCE6648SA000502,1,A,0,0
1HGCE6648TA002784,5,S,0,0
1HGCE664XTA021238,3,A,0,0
1HGCE6663SA024918,6,A,0,0
1HGCE666XSA020753,2,A,0,0
1HGCE6670VA024372,6,A,0,0
1HGCE6672VA024485,4,A,0,0
1HGCE6673TA027621,6,A,956,0
1HGCE6673TA027621,6,A,8125,0
1HGCE6674TA013517,5,A,0,0
1HGCE6675TA014868,2,S,0,0
1HGCE6676VA016230,6,A,0,0
1HGCE6677TA001944,6,A,0,0
1HGCE6677VA010887,3,I,2256,0
1HGCE6679VA011796,5,A,0,0
1HGCF8540XA019871,4,A,0,0
1HGCF8543YA139634,4,S,0,0
1HGCF85452A036240,1,A,0,0
1HGCF8549XA110220,2,A,0,0
1HGCF8640YA109361,3,S,0,0
1HGCF8641WA057719,1,S,0,0
1HGCF8642WA057700,6,A,0,0
1HGCF8642YA004367,3,A,0,0
1HGCF8645XA063346,1,A,0,0
1HGCF8646YA146298,4,S,0,0
1HGCF8647YA003635,4,A,0,0
1HGCF8647YA115853,4,A,0,0
1HGCF8648XA161724,1,A,0,0
1HGCF8649WA122137,1,I,0,0
1HGCF864XWA130750,3,S,0,0
1HGCF86601A028268,1,A,0,0
1HGCF86601A066809,2,A,0,0
1HGCF86601A087160,3,A,0,0
1HGCF86601A132016,2,S,0,0
1HGCF86602A104685,2,A,0,0
1HGCF86611A053728,2,S,0,0
1HGCF86611A081707,4,A,0,0
1HGCF86612A021461,4,A,0,0
1HGCF86612A163177,5,A,0,0
1HGCF86631A116540,2,A,0,0
1HGCF86631A129871,5,A,0,7553
1HGCF86632A056826,4,A,0,0
1HGCF86641A087226,2,A,0,0
1HGCF86641A101657,6,A,0,0
1HGCF86642A051635,5,I,0,0
1HGCF86652A160668,1,A,0,0
1HGCF86661A040148,3,A,0,0
1HGCF86661A079970,3,A,0,0
1HGCF86662A048347,1,A,0,0
1HGCF86662A113908,5,A,0,0
1HGCF86671A064099,1,I,0,0
1HGCF86671A114306,5,A,0,0
1HGCF86681A071210,2,A,0,0
1HGCF86681A079873,5,A,0,0
1HGCF86681A133723,2,A,0,0
1HGCF86681A141661,4,S,0,0
1HGCF86681A145340,1,A,0,0
1HGCF86691A086072,2,A,0,0
1HGCF86691A114341,5,S,0,0
1HGCF86691A122505,2,A,0,0
1HGCF86691A141166,1,S,0,0
1HGCF86692A104653,4,I,0,0
1HGCF866X2A006585,2,A,0,0
1HGCG1640WA050796,3,A,0,0
1HGCG1640YA039574,4,A,0,0
1HGCG1640YA060053,4,A,0,0
1HGCG16411A077840,5,A,317,0
1HGCG1642WA040898,2,A,0,0
1HGCG16431A037338,4,A,0,0
1HGCG1643YA045448,4,M,0,0
1HGCG1643YA047264,6,I,0,0
1HGCG16441A002422,3,A,0,0
1HGCG1645WA055623,2,A,0,0
1HGCG1645YA092058,2,S,0,0
1HGCG16462A072246,5,A,0,0
1HGCG1646WA009119,6,A,0,0
1HGCG1646WA024526,4,A,0,0
1HGCG1646WA038202,2,S,0,0
1HGCG1646WA039916,3,S,0,0
1HGCG1646XA053297,2,S,0,0
1HGCG1646YA038879,5,S,1038,0
1HGCG16471A016718,5,A,6748,0
1HGCG1647WA030061,2,A,0,0
1HGCG1647YA055724,3,A,0,0
1HGCG1647YA061409,3,A,0,0
1HGCG1647YA101178,6,S,0,0
1HGCG16481A057049,2,A,0,0
1HGCG1648WA000874,3,A,0,0
1HGCG1648YA015930,1,A,0,0
