VIN,Territory,Class,Loss1,Loss2
JN1CA21D7XT208430,3,A,0,0
JN1CA21D7XT800684,3,I,0,0
JN1CA21D7XT800751,5,A,0,0
JN1CA21D7XT806324,6,A,0,0
JN1CA21D7XT809871,5,A,0,0
JN1CA21D8ST054433,5,A,0,0
JN1CA21D8ST056778,5,A,0,0
JN1CA21D8ST624365,3,A,0,0
JN1CA21D8TM413257,4,A,0,0
JN1CA21D8TT182219,5,A,0,0
JN1CA21D8VM526760,6,A,0,0
JN1CA21D8VM536902,6,A,0,0
JN1CA21D8VT205985,3,A,0,0
JN1CA21D8VT854959,1,A,0,0
JN1CA21D8VT862463,2,A,1215,0
JN1CA21D8WT504619,1,A,0,0
JN1CA21D8WT506595,4,A,0,0
JN1CA21D8WT531870,1,A,0,0
JN1CA21D8WT611122,4,A,0,0
JN1CA21D8WT611931,5,A,0,0
JN1CA21D8WT615817,2,A,0,0
JN1CA21D8XM403009,5,A,0,0
JN1CA21D8XM403737,1,A,0,0
JN1CA21D8XT216441,5,A,0,0
JN1CA21D8XT813606,2,I,0,0
JN1CA21D9ST013325,2,I,0,0
JN1CA21D9ST038712,4,A,0,0
JN1CA21D9ST070981,5,A,0,0
JN1CA21D9ST623726,2,A,0,0
JN1CA21D9TM411727,4,A,0,0
JN1CA21D9TM418483,2,I,0,0
JN1CA21D9TT102667,2,I,0,0
JN1CA21D9TT149181,6,A,667,0
JN1CA21D9TT155174,2,A,0,0
JN1CA21D9TT703769,6,A,0,0
JN1CA21D9TT721012,3,A,0,0
JN1CA21D9TT722984,1,A,0,0
JN1CA21D9TT730745,4,A,0,0
JN1CA21D9VT218423,4,A,0,0
JN1CA21D9VT831416,6,A,0,0
JN1CA21D9WM901928,5,A,0,0
JN1CA21D9WM910709,4,A,0,0
JN1CA21D9WM925162,3,A,0,0
JN1CA21D9WT503740,5,A,0,0
JN1CA21D9WT509456,1,I,0,0
JN1CA21D9WT529769,1,A,0,0
JN1CA21D9WT531313,6,A,0,0
JN1CA21D9XT819558,3,A,0,0
JN1CA21DXST021384,6,A,0,0
JN1CA21DXST660378,4,A,0,0
JN1CA21DXST663555,4,I,3755,0
JN1CA21DXTT103181,1,A,0,0
JN1CA21DXTT109983,4,A,0,0
JN1CA21DXTT155779,5,A,0,0
JN1CA21DXVM516778,6,A,0,0
JN1CA21DXVM522693,4,A,0,0
JN1CA21DXVM523407,5,A,0,72
JN1CA21DXVT219855,6,A,0,0
JN1CA21DXVT819386,4,M,0,0
JN1CA21DXVT856471,3,A,3412,0
JN1CA21DXVT858138,4,A,0,0
JN1CA21DXWM922500,4,A,0,0
JN1CA21DXWM932119,2,A,0,0
JN1CA21DXWT522233,4,A,0,0
JN1CA21DXWT613227,1,A,0,0
JN1CA21DXXT207532,1,A,0,0
JN1CA31A01T304449,2,A,0,0
JN1CA31A0YT012553,3,B,0,0
JN1CA31A0YT025724,2,A,0,0
JN1CA31A0YT028025,2,A,0,0
JN1CA31A0YT031541,5,A,0,0
JN1CA31A0YT213689,5,A,0,0
JN1CA31A11T104471,2,A,0,0
JN1CA31A11T109900,3,I,0,0
JN1CA31A11T307831,2,I,0,0
JN1CA31A11T309224,1,I,0,0
JN1CA31A11T312589,2,A,0,0
JN1CA31A11T318943,1,A,0,0
JN1CA31A1YT018667,2,A,0,0
JN1CA31A1YT223390,3,A,0,0
JN1CA31A21T103085,2,A,0,0
JN1CA31A21T107007,4,A,5600,0
JN1CA31A21T109744,1,S,0,0
JN1CA31A21T305165,4,A,0,0
JN1CA31A21T313038,3,S,0,0
JN1CA31A21T313637,5,S,0,0
JN1CA31A2YT003028,1,A,0,0
JN1CA31A2YT027569,4,A,0,0
JN1CA31A2YT205383,1,S,0,0
JN1CA31A2YT217744,2,S,0,0
JN1CA31A31T106948,5,A,0,0
JN1CA31A31T318801,1,M,0,0
JN1CA31A3YT004589,4,A,0,0
JN1CA31A3YT007895,3,A,0,0
JN1CA31A3YT016516,1,A,0,0
JN1CA31A41T100348,6,M,0,0
JN1CA31A41T106148,6,A,0,0
JN1CA31A41T107591,2,A,0,0
JN1CA31A41T319780,5,A,0,0
JN1CA31A4YT005234,4,A,0,0
JN1CA31A4YT031719,5,A,0,0
JN1CA31A4YT200377,5,A,0,7998
JN1CA31A4YT220208,6,A,0,0
JN1CA31A51T107373,5,A,0,0
JN1CA31A51T110788,1,A,0,0
JN1CA31A51T314247,4,A,1657,0
JN1CA31A51T314247,4,S,0,0
JN1CA31A5YT023662,1,A,0,0
JN1CA31A5YT223246,2,M,0,0
JN1CA31A61T101288,1,A,0,0
JN1CA31A61T306397,5,A,0,0
JN1CA31A6YT009561,4,I,0,6
JN1CA31A6YT017255,6,A,0,0
JN1CA31A6YT030863,3,A,0,0
JN1CA31A6YT031558,5,A,0,0
JN1CA31A6YT201420,2,A,0,0
JN1CA31A6YT209808,6,A,0,0
JN1CA31A6YT217438,5,A,0,0
JN1CA31A71T110405,4,A,0,0
JN1CA31A71T110596,4,A,0,0
JN1CA31A71T308093,4,I,0,0
JN1CA31A71T311544,2,A,0,0
JN1CA31A71T314105,5,A,0,0
JN1CA31A7YT033464,2,A,0,0
JN1CA31A7YT218730,6,A,0,0
JN1CA31A81T109019,6,A,0,0
JN1CA31A81T310256,6,A,0,0
JN1CA31A8YT004751,6,A,0,0
JN1CA31A8YT025163,2,A,0,0
JN1CA31A8YT201077,1,A,0,0
JN1CA31A8YT208921,2,A,0,0
JN1CA31A8YT218056,2,A,0,0
JN1CA31A91T101169,1,I,0,0
JN1CA31A91T307446,4,A,0,0
JN1CA31A9YT005875,1,A,0,0
JN1CA31A9YT025169,5,M,0,0
JN1CA31A9YT031666,4,A,0,0
JN1CA31A9YT219748,6,A,0,0
JN1CA31AXYT015508,1,A,0,0
JN1CA31AXYT215529,3,A,0,0
JN1CA31AXYT218172,2,A,0,0
JN1CA31AXYT220973,5,S,0,0
JN1CA31D01T600081,5,A,0,0
JN1CA31D01T606656,2,A,0,0
JN1CA31D01T800443,5,A,0,0
JN1CA31D01T820496,4,S,0,0
JN1CA31D01T826590,5,A,0,0
JN1CA31D0YT513288,2,A,0,0
JN1CA31D0YT543908,2,A,0,0
JN1CA31D0YT549658,2,M,0,0
JN1CA31D0YT724457,1,S,0,0
JN1CA31D11T602261,2,A,0,0
JN1CA31D11T606150,3,A,0,0
JN1CA31D11T840479,6,A,0,0
JN1CA31D1YT501912,6,A,0,0
JN1CA31D1YT511260,6,A,0,0
JN1CA31D1YT707036,4,A,0,0
JN1CA31D1YT718392,4,S,0,0
JN1CA31D1YT769293,1,A,0,0
JN1CA31D2YT515141,1,A,0,0
JN1CA31D2YT538662,5,A,0,0
JN1CA31D2YT558989,2,A,0,0
JN1CA31D2YT768279,1,A,0,0
JN1CA31D31T610894,2,A,0,0
JN1CA31D31T629980,6,A,0,0
JN1CA31D31T630756,5,A,0,0
JN1CA31D31T810092,4,A,0,0
JN1CA31D31T812263,5,A,0,0
JN1CA31D31T819911,6,A,0,0
JN1CA31D3YT525144,4,A,0,0
JN1CA31D3YT553879,3,B,0,0
JN1CA31D3YT726056,1,A,0,0
JN1CA31D3YT726381,1,A,0,0
JN1CA31D3YT768727,5,A,0,0
JN1CA31D41T822249,3,A,0,0
JN1CA31D4YT555060,6,A,0,0
JN1CA31D4YT732531,4,S,0,0
JN1CA31D4YT754092,3,A,2754,0
JN1CA31D51T605602,3,A,0,0
JN1CA31D51T807629,3,I,2040,0
JN1CA31D51T810997,4,A,0,0
JN1CA31D51T814869,5,M,0,0
JN1CA31D5YT507941,2,A,0,0
JN1CA31D5YT708982,1,A,0,0
JN1CA31D5YT710330,3,A,0,0
JN1CA31D5YT761598,1,A,0,0
JN1CA31D5YT767997,3,M,0,0
JN1CA31D5YT768180,6,A,0,0
JN1CA31D61T600294,2,A,0,0
JN1CA31D61T624322,5,S,0,0
JN1CA31D61T800169,4,M,0,0
JN1CA31D61T810152,1,A,0,0
JN1CA31D61T834175,4,A,0,0
JN1CA31D61T834810,3,A,0,0
JN1CA31D6YT501551,4,A,0,0
JN1CA31D6YT513697,1,A,0,0
JN1CA31D6YT529639,4,A,0,0
JN1CA31D6YT706545,2,S,0,0
JN1CA31D6YT729579,1,A,0,0
JN1CA31D6YT756491,4,A,0,0
JN1CA31D71T604998,4,A,0,0
JN1CA31D71T625947,4,M,0,0
JN1CA31D71T800522,5,A,1840,0
JN1CA31D7YT507858,1,A,0,0
JN1CA31D7YT551519,4,M,0,0
JN1CA31D7YT719109,6,A,0,0
JN1CA31D81T628209,3,A,0,0
JN1CA31D81T631014,2,A,0,0
JN1CA31D81T829267,5,A,0,0
JN1CA31D8YT542781,4,S,0,0
JN1CA31D8YT724092,4,A,0,0
JN1CA31D91T600354,2,A,0,0
JN1CA31D91T808993,6,A,0,0
JN1CA31D91T809156,4,A,0,0
JN1CA31D91T823655,5,S,0,0
JN1CA31D9YT708970,6,S,0,0
JN1CA31D9YT709472,5,A,952,0
JN1CA31D9YT710962,4,A,0,0
JN1CA31D9YT764908,1,S,0,0
JN1CA31DX1T600380,3,A,0,0
JN1CA31DX1T611234,6,A,0,0
JN1CA31DX1T819212,4,A,0,0
JN1CA31DXYT524086,2,A,0,0
JN1CA31DXYT721887,4,A,0,0
JN1CA31DXYT739922,2,A,0,0
JN1CA31DXYT745994,2,A,0,0
JN1CS26S7GW084808,5,A,0,0
JN1DA31A02T002701,2,S,0,0
JN1DA31A03T439051,4,M,0,0
JN1DA31A13T409380,1,I,0,0
JN1DA31A13T417222,4,A,0,23
JN1DA31A13T435865,1,A,0,0
JN1DA31A22T307858,1,A,0,0
JN1DA31A22T318004,5,M,0,0
JN1DA31A22T319508,1,A,0,0
JN1DA31A23T405046,6,A,0,0
JN1DA31A23T411705,3,A,0,0
JN1DA31A23T415009,5,A,0,0
JN1DA31A33T404424,5,A,0,0
JN1DA31A33T404780,1,A,0,0
JN1DA31A42T315637,4,A,0,0
JN1DA31A42T323804,6,A,0,0
JN1DA31A43T423225,2,A,0,0
JN1DA31A43T429462,6,A,0,0
JN1DA31A52T000507,2,A,0,0
JN1DA31A52T300466,4,A,0,0
JN1DA31A52T311564,2,A,0,0
JN1DA31A52T324783,2,A,0,0
JN1DA31A53T404716,4,M,0,0
JN1DA31A53T410211,4,A,0,0
JN1DA31A62T324243,1,A,0,0
JN1DA31A63T431777,2,S,0,190
JN1DA31A63T434937,5,A,0,0
JN1DA31A63T437269,2,A,0,0
JN1DA31A73T401736,2,A,0,0
JN1DA31A73T431836,3,A,0,0
JN1DA31A73T438494,6,A,0,0
JN1DA31A73T440133,5,A,0,0
JN1DA31A82T317729,2,A,0,0
JN1DA31A82T325409,4,A,0,0
JN1DA31A92T001417,1,A,0,0
JN1DA31A92T313379,2,A,0,0
JN1DA31A92T323779,4,A,0,0
JN1DA31A93T417131,1,M,0,0
JN1DA31A93T435631,3,A,0,0
JN1DA31AX2T325198,5,A,0,0
JN1DA31AX3T431703,1,A,0,0
JN1DA31AX3T432785,1,A,0,0
JN1DA31D02T207896,5,S,1092,0
JN1DA31D02T402798,4,A,0,0
JN1DA31D02T441441,5,A,0,0
JN1DA31D03T523929,1,A,0,0
JN1DA31D12T204098,5,A,0,0
JN1DA31D12T205834,4,S,0,0
JN1DA31D13T507013,3,A,0,0
JN1DA31D13T519047,4,A,1158,0
JN1DA31D22T443787,1,A,0,0
JN1DA31D23T516089,4,S,0,0
JN1DA31D23T526055,5,A,0,0
JN1DA31D32T205821,2,A,0,0
JN1DA31D32T405064,1,A,0,0
JN1DA31D42T204337,6,A,0,0
JN1DA31D42T408782,2,A,0,0
JN1DA31D42T423928,4,A,0,0
JN1DA31D42T439904,2,S,0,0
JN1DA31D42T441507,6,A,0,0
JN1DA31D52T402246,4,M,0,0
JN1DA31D52T415367,1,A,0,0
JN1DA31D52T418415,6,A,0,0
JN1DA31D52T423579,4,A,0,0
JN1DA31D52T449423,3,A,0,0
JN1DA31D52T451060,2,S,0,0
JN1DA31D52T454055,3,A,0,0
JN1DA31D53T518399,2,A,0,0
JN1DA31D62T447485,4,A,0,0
JN1DA31D72T412406,5,A,0,0
JN1DA31D72T412938,5,A,0,0
JN1DA31D73T521482,3,A,0,0
JN1DA31D73T523006,5,A,0,0
JN1DA31D82T405576,1,I,0,0
JN1DA31D82T422006,6,M,0,0
JN1DA31D82T446600,4,A,0,0
JN1DA31D83T500995,6,A,0,0
JN1DA31D83T517814,6,A,0,0
JN1DA31D83T519403,5,A,0,0
JN1DA31D92T403786,3,A,0,0
JN1DA31D92T411936,5,A,0,0
JN1DA31D92T416330,4,A,0,0
JN1DA31D92T427621,4,I,0,0
JN1DA31D93T510564,2,A,0,0
JN1DA31D93T516901,6,A,0,0
JN1DA31DX2T406244,5,I,0,0
JN1DA31DX2T409662,3,A,0,0
JN1DA31DX2T433945,4,A,0,0
JN1DA31DX2T442385,3,A,0,0
JN1EB31P0MU022143,6,A,0,0
JN1EB31P1PU208973,2,A,0,0
JN1EB31P5NU114270,3,A,0,0
JN1EB31P5RU327533,6,A,0,0
JN1EB31PXRU321419,6,A,0,0
JN1EB31PXRU336874,2,A,0,0
JN1EJ01F1NT106424,2,S,0,0
JN1EJ01F1PT405060,5,S,0,0
JN1EJ01F5PT412173,5,A,0,0
JN1EJ01F6PT415406,5,S,0,0
JN1EJ01F8PT410241,2,I,0,0
JN1FU21P1LT213518,4,S,0,0
JN1FU21P1MX857949,5,M,0,0
JN1FU21P1NX902440,6,A,0,0
JN1FU21P2LX809052,6,A,0,0
JN1FU21P4LT211620,6,A,0,0
JN1FU21P5LX823446,6,A,0,0
JN1FU21P5NX904272,3,I,0,0
JN1FU21P6MX855226,6,M,0,0
JN1FU21P7MX861259,6,A,0,0
JN1FU21P7NX916035,3,I,0,0
JN1FU21P8MX838136,6,A,0,0
JN1FU21P8NT401715,2,A,0,0
JN1FU21P9MT303632,4,A,0,0
JN1FU21P9NX916182,3,I,0,0
JN1FU21P9NX916831,2,A,0,0
JN1FU21PXMT325462,5,A,0,0
JN1FU21PXMX850580,5,A,0,0
JN1GB21B0LU505704,2,A,0,0
JN1GB21B7LU502184,4,S,0,0
JN1GB36C4PU203331,5,A,0,0
JN1HJ01F0PT077854,6,A,0,0
JN1HJ01F1NT008233,4,I,0,0
JN1HJ01F1NT022679,4,S,0,0
JN1HJ01F1PT133154,2,A,0,0
JN1HJ01F1RT250848,3,A,0,0
JN1HJ01F2NT013506,6,A,0,0
JN1HJ01F2PT115262,4,A,0,0
JN1HJ01F2RT217812,3,A,0,0
JN1HJ01F3RT206169,5,I,0,0
JN1HJ01F4NT027245,6,M,0,0
JN1HJ01F6RT216856,6,A,0,0
JN1HJ01F6RT245211,2,A,0,0
JN1HJ01F7PT098703,4,I,0,0
JN1HJ01F7RT218048,5,A,0,0
JN1HJ01F9RT203731,6,A,0,0
JN1HJ01F9RT224062,1,S,0,0
JN1HJ01FXRT207271,3,A,0,0
JN1HJ01FXRT216570,4,A,0,0
JN1HJ01P1KT210087,1,S,0,0
JN1HJ01P1MT587506,5,A,0,0
JN1HJ01P1NT611112,5,S,0,0
JN1HJ01P3KT298656,5,A,0,0
JN1HJ01P3LT373535,2,A,0,0
JN1HJ01P3MT511513,4,M,0,0
JN1HJ01P4MT547775,3,A,0,0
JN1HJ01P4MT583918,6,A,0,0
JN1HJ01P5LT378123,3,M,0,0
JN1HJ01P5LT400671,5,A,0,0
JN1HJ01P5MT550829,1,A,0,0
JN1HJ01P7LT377331,1,A,0,0
JN1HJ01P9KT245928,6,S,0,0
JN1HJ01P9MT567018,5,A,0,0
JN1HS36P3LW111455,6,A,0,0
JN1HS36PXKW047784,5,A,0,0
JN1HU1111HT266094,6,A,0,0
JN1HU11S4HT209901,2,M,0,0
JN1HU11S7GX815233,4,I,0,0
JN1HU15P2HX065084,2,S,0,0
JN1HZ14S0JX278273,5,S,0,0
JN1HZ14S2HX218764,1,A,0,0
JN1HZ14S4HX216630,3,A,0,0
JN1HZ14S8FX078796,3,S,0,0
JN1HZ16S9HX122014,3,S,0,0
JN1HZ16SXJX203528,5,A,0,0
JN1MS36P6NW105859,5,B,0,0
JN1PB2215HU538985,2,A,0,0
JN1PB22S2HU506469,1,A,0,0
JN1PB25S3JU017757,1,A,0,0
JN1RZ24D3TX601097,2,A,0,0
JN1RZ26H0PX537543,3,A,0,0
JN1RZ27D0SX030131,1,A,0,0
JN8AR05Y0VW132645,5,A,0,0
JN8AR05Y0VW161885,4,A,0,0
JN8AR05Y1TW039601,4,A,0,0
JN8AR05Y1TW044880,3,A,0,0
JN8AR05Y1VW185869,2,A,0,0
JN8AR05Y1WW227216,6,A,0,0
JN8AR05Y1WW241407,2,A,0,0
JN8AR05Y1WW275749,6,A,0,0
JN8AR05Y1WW284130,2,A,0,0
JN8AR05Y1XW318844,6,A,0,0
JN8AR05Y2VW185122,1,A,0,0
JN8AR05Y2VW187520,6,A,0,0
JN8AR05Y2WW229847,5,S,0,0
JN8AR05Y2WW240234,1,A,0,0
JN8AR05Y2WW260001,4,A,0,0
JN8AR05Y2WW279325,2,A,0,0
JN8AR05Y2XW299236,5,A,0,0
JN8AR05Y3TW027093,5,A,0,0
JN8AR05Y3VW109831,3,I,0,0
JN8AR05Y3VW117475,5,A,0,0
JN8AR05Y3VW144837,5,A,0,0
JN8AR05Y3WW239626,1,I,0,0
JN8AR05Y3WW285683,3,I,0,0
JN8AR05Y3XW295180,6,A,0,0
JN8AR05Y3XW313466,2,A,0,0
JN8AR05Y4VW147830,6,A,0,0
JN8AR05Y4WW242650,6,A,0,0
JN8AR05Y4WW254426,4,A,0,0
JN8AR05Y4XW308180,6,A,0,0
JN8AR05Y5VW140286,5,A,0,0
JN8AR05Y5VW141521,5,A,0,0
JN8AR05Y5VW162983,4,A,0,0
JN8AR05Y5WW210564,5,A,0,0
JN8AR05Y5WW276161,5,A,0,0
JN8AR05Y5XW301383,6,A,0,0
JN8AR05Y6TW004150,1,A,0,0
JN8AR05Y6TW045698,4,A,0,0
JN8AR05Y6VW105742,2,M,14159,0
JN8AR05Y6WW229303,5,A,0,0
JN8AR05Y6WW231326,6,A,0,0
JN8AR05Y6WW257067,2,A,0,0
JN8AR05Y6WW285600,5,A,1456,0
JN8AR05Y7TW020230,6,A,0,0
JN8AR05Y7VW162032,5,A,0,0
JN8AR05Y7VW188470,3,A,0,0
JN8AR05Y8TW018146,5,A,0,0
JN8AR05Y8VW106391,1,A,0,0
JN8AR05Y8VW176232,2,A,0,0
JN8AR05Y8WW241341,4,A,0,0
JN8AR05Y8WW272878,6,A,2237,0
JN8AR05Y8WW275618,2,A,0,0
JN8AR05Y8XW290847,4,A,0,0
JN8AR05Y9VW156975,5,A,0,0
JN8AR05Y9XW299878,4,A,0,0
JN8AR05Y9XW317733,5,A,0,0
JN8AR05Y9XW327579,4,A,0,0
JN8AR05YXTW043369,3,A,357,0
JN8AR05YXVW135519,3,A,0,0
JN8AR05YXWW247688,6,A,0,0
JN8AR05YXXW312671,4,S,0,0
JN8AR05YXXW317501,5,A,0,0
JN8AR07S1XW357152,4,A,0,0
JN8AR07Y0XW365263,6,A,303,0
JN8AR07Y0XW366848,2,A,0,0
JN8AR07Y0XW389904,2,A,0,0
JN8AR07Y0YW425849,3,A,0,0
JN8AR07Y0YW441050,6,A,0,0
JN8AR07Y1XW383075,5,A,0,0
JN8AR07Y1YW410745,1,A,0,0
JN8AR07Y1YW414858,2,A,0,0
JN8AR07Y1YW428064,3,A,0,0
JN8AR07Y2XW352238,5,A,0,0
JN8AR07Y2YW419325,5,A,0,0
JN8AR07Y2YW442216,5,A,0,0
JN8AR07Y2YW443611,5,A,0,0
JN8AR07Y2YW449635,4,A,0,0
JN8AR07Y3XW350577,6,A,0,0
JN8AR07Y3XW352250,3,A,0,0
JN8AR07Y3XW365595,5,A,0,0
JN8AR07Y4XW351043,2,A,0,0
JN8AR07Y4XW375231,4,A,0,0
JN8AR07Y4XW379912,6,A,0,0
JN8AR07Y4YW422548,1,A,0,0
JN8AR07Y4YW444209,5,A,0,0
JN8AR07Y4YW448972,2,A,0,0
JN8AR07Y5XW350239,4,A,0,0
JN8AR07Y5XW353626,4,A,0,0
JN8AR07Y5YW401160,5,A,0,0
JN8AR07Y6XW354770,2,A,0,0
JN8AR07Y6YW440601,6,A,0,0
JN8AR07Y7XW352123,4,A,0,0
JN8AR07Y7XW352803,3,A,0,0
JN8AR07Y7XW373926,4,A,0,0
JN8AR07Y7XW385672,6,A,0,0
JN8AR07Y7YW399573,5,B,0,0
JN8AR07Y7YW422401,1,A,0,0
JN8AR07Y7YW436444,5,A,125,0
JN8AR07Y8XW350249,5,A,0,0
JN8AR07Y8XW389584,2,A,0,0
JN8AR07Y8YW433066,1,A,0,0
JN8AR07Y8YW442057,6,A,0,0
JN8AR07Y9XW350695,2,A,0,0
JN8AR07Y9XW355900,4,A,0,0
JN8AR07Y9XW369876,5,A,0,0
JN8AR07Y9YW432038,5,M,0,0
JN8AZ08T03W107600,2,B,0,0
JN8AZ08T76W405114,2,A,0,0
JN8AZ08T93W118160,2,A,0,0
JN8AZ08TX4W221007,3,A,0,0
JN8AZ08W03W205634,5,A,0,0
JN8AZ08W04W322406,2,A,0,0
JN8AZ08W04W333650,4,A,0,0
JN8AZ08W04W336581,1,A,0,0
JN8AZ08W05W410664,6,I,0,0
JN8AZ08W05W441722,5,A,0,0
JN8AZ08W05W443938,5,A,0,0
JN8AZ08W06W516906,3,A,0,0
JN8AZ08W06W520325,6,A,0,0
JN8AZ08W06W522463,5,A,0,0
JN8AZ08W06W546620,2,A,0,0
JN8AZ08W14W300141,4,A,0,0
JN8AZ08W14W313147,4,A,0,0
JN8AZ08W15W404923,2,A,0,0
JN8AZ08W15W411595,4,A,0,0
JN8AZ08W16W524187,1,A,0,0
JN8AZ08W16W529292,4,A,0,0
JN8AZ08W23W217462,4,A,0,0
JN8AZ08W24W334850,6,A,0,0
JN8AZ08W25W422671,4,A,0,0
JN8AZ08W25W432276,4,M,0,0
JN8AZ08W26W503042,2,A,0,0
JN8AZ08W26W517684,2,A,0,0
JN8AZ08W26W543668,3,A,0,0
JN8AZ08W33W235386,5,A,0,0
JN8AZ08W34W300223,4,A,0,0
JN8AZ08W34W306961,1,A,0,0
JN8AZ08W34W339880,5,A,0,0
JN8AZ08W35W428205,4,A,0,0
JN8AZ08W35W442346,6,A,705,0
JN8AZ08W36W504619,3,A,0,0
JN8AZ08W36W541797,4,A,0,0
JN8AZ08W36W552024,2,A,0,0
JN8AZ08W37W603295,2,S,0,0
JN8AZ08W44W311246,2,A,0,0
JN8AZ08W44W311764,5,A,0,0
JN8AZ08W44W332243,2,A,0,0
JN8AZ08W45W406648,4,A,0,0
JN8AZ08W45W436460,2,S,0,0
JN8AZ08W46W540447,3,A,0,0
JN8AZ08W46W550847,6,A,3204,0
JN8AZ08W53W229878,6,A,0,0
JN8AZ08W54W301731,5,A,0,0
JN8AZ08W54W330565,5,A,0,0
JN8AZ08W55W400566,1,A,0,0
JN8AZ08W55W415570,2,A,0,0
JN8AZ08W56W538268,4,A,0,0
JN8AZ08W63W218355,4,A,0,0
JN8AZ08W64W310938,6,A,0,0
JN8AZ08W65W404674,2,A,0,0
JN8AZ08W65W412595,2,A,0,0
JN8AZ08W65W415108,4,A,0,0
JN8AZ08W66W510477,4,A,0,0
JN8AZ08W66W549604,6,A,0,0
JN8AZ08W67W609107,2,A,0,0
JN8AZ08W74W310026,2,A,1515,0
JN8AZ08W75W414209,5,A,0,0
JN8AZ08W76W502310,4,B,0,0
JN8AZ08W76W512948,5,A,0,0
JN8AZ08W76W542189,6,A,0,0
JN8AZ08W83W221659,3,A,0,0
JN8AZ08W83W229910,1,A,0,0
JN8AZ08W85W432119,6,A,0,0
JN8AZ08W86W505197,1,A,0,0
JN8AZ08W86W509136,6,A,0,1176
JN8AZ08W86W537292,4,A,0,0
JN8AZ08W86W541908,2,A,0,0
JN8AZ08W86W544064,3,A,0,0
JN8AZ08W93W215742,3,A,0,0
JN8AZ08W93W220309,6,A,0,0
JN8AZ08W93W222982,5,A,0,0
JN8AZ08W94W304731,6,A,0,0
JN8AZ08W95W402501,2,A,0,0
JN8AZ08W95W437636,3,A,0,0
JN8AZ08W96W534322,6,A,0,0
JN8AZ08W96W536345,1,A,0,0
JN8AZ08WX4W302874,2,A,0,0
JN8AZ08WX4W306813,5,A,0,0
JN8AZ08WX4W325863,5,A,0,0
JN8AZ08WX5W402877,3,A,0,0
JN8AZ08WX5W427665,3,A,0,0
JN8DR07X51W509899,1,B,0,0
JN8DR07Y01W515201,1,A,0,0
JN8DR07Y11W522433,5,A,304,0
JN8DR07Y21W503227,5,I,0,0
JN8DR07Y21W514616,5,A,0,0
JN8DR07Y21W525888,1,A,0,0
JN8DR07Y31W503463,4,A,0,0
JN8DR07Y31W517041,2,A,0,0
JN8DR07Y31W529464,1,A,0,0
JN8DR07Y51W505568,2,M,0,0
JN8DR07Y61W511427,2,A,0,0
JN8DR07Y61W521326,3,I,0,0
JN8DR07Y71W529502,5,A,0,0
JN8DR07Y81W504544,3,A,17669,0
JN8DR07Y81W508996,4,A,0,0
JN8DR07YX1W503539,6,A,0,0
JN8DR07YX1W512452,2,A,0,0
JN8DR07YX1W529154,3,A,0,0
JN8DR09Y01W598450,5,A,0,0
JN8DR09Y01W610046,2,A,0,0
JN8DR09Y02W704509,5,A,0,0
JN8DR09Y02W719608,6,A,0,0
JN8DR09Y02W735498,2,A,0,0
JN8DR09Y02W741754,5,A,0,0
JN8DR09Y03W800531,6,A,0,0
JN8DR09Y03W808550,5,A,0,0
JN8DR09Y03W810220,1,A,0,0
JN8DR09Y03W823811,4,A,0,0
JN8DR09Y03W826045,2,A,0,0
JN8DR09Y03W827552,2,I,0,0
JN8DR09Y11W590826,4,A,0,0
JN8DR09Y11W602716,3,A,0,0
JN8DR09Y12W710514,3,A,0,0
JN8DR09Y12W723683,5,A,0,0
JN8DR09Y12W725305,1,A,0,0
JN8DR09Y12W733176,4,A,0,0
JN8DR09Y13W837992,6,A,0,0
JN8DR09Y21W598059,5,A,0,0
JN8DR09Y21W612400,5,A,0,0
JN8DR09Y21W613546,4,A,0,0
JN8DR09Y22W730206,1,A,0,0
JN8DR09Y22W735731,4,A,0,0
JN8DR09Y23W812793,5,A,0,0
JN8DR09Y23W830968,2,M,0,0
JN8DR09Y24W913396,3,A,0,0
JN8DR09Y31W608789,1,A,0,0
JN8DR09Y32W710045,5,A,0,0
JN8DR09Y32W716931,5,I,0,0
JN8DR09Y33W820319,3,S,0,0
JN8DR09Y33W823561,3,A,0,0
JN8DR09Y33W836052,3,M,0,0
JN8DR09Y41W573552,2,A,0,0
JN8DR09Y41W577830,4,A,0,0
JN8DR09Y41W585507,1,A,0,0
JN8DR09Y41W596717,5,I,0,0
JN8DR09Y41W600815,3,A,0,0
JN8DR09Y41W609711,2,A,0,0
JN8DR09Y41W616951,1,A,0,0
JN8DR09Y41W616996,2,A,0,0
JN8DR09Y41W617193,3,A,0,0
JN8DR09Y42W701404,2,A,0,0
JN8DR09Y43W806185,5,A,25392,0
JN8DR09Y44W901251,6,A,0,0
JN8DR09Y44W906174,2,A,0,0
JN8DR09Y44W906577,6,A,0,0
JN8DR09Y51W598623,6,A,0,0
JN8DR09Y51W611550,4,M,0,0
JN8DR09Y52W704344,3,A,0,0
JN8DR09Y52W738753,2,A,0,0
JN8DR09Y53W811718,2,A,0,0
JN8DR09Y53W825800,2,S,0,0
JN8DR09Y54W901467,4,A,0,0
JN8DR09Y54W915529,4,S,0,0
JN8DR09Y61W593205,4,A,0,0
JN8DR09Y61W606289,2,A,0,0
JN8DR09Y62W701940,1,A,0,0
JN8DR09Y63W807399,3,A,0,0
JN8DR09Y63W818466,6,A,0,0
